zcta,population,sdi_score,fpl_100_score,sing_parent_fam_score,black_score,dropout_score,no_car_score,rent_occup_score,crowding_score,nonemp_score,unemp_score,highneeds_score,hisp_score,foreignb_score,lingisol_score,percnt_ltfpl100,percnt_singlparntfly,percnt_black,percnt_dropout,percnt_hhnocar,percnt_rentoccup,percnt_crowding,percnt_nonemp,percnt_unemp,percnt_highneeds,percnt_hispanic,percnt_frgnborn,percnt_lingisol
43462,1004,16,11,27,1,49,1,32,1,27,27,19,40,1,37,5.18,12.83,0.00,10.81,0.00,26.12,0.00,5.91,5.54,37.65,5.88,0.00,1.41
43463,18,1,1,1,1,1,1,1,1,1,1,99,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00
43464,1096,2,1,1,1,8,1,26,1,1,1,1,1,1,1,1.47,0.00,0.00,3.61,0.00,23.54,0.00,0.00,0.00,28.56,0.00,0.00,0.00
43465,5482,25,42,35,43,24,40,36,1,21,21,71,26,1,1,11.57,14.23,3.52,6.31,4.86,27.51,0.00,5.39,4.83,41.74,3.39,0.00,0.00
43466,2264,9,12,45,9,12,5,20,1,8,8,75,16,12,1,5.27,16.15,0.35,4.35,1.35,21.21,0.00,3.99,3.77,42.14,2.25,1.59,0.00
43467,101,45,86,1,1,76,1,15,65,51,51,5,1,1,1,25.74,0.00,0.00,18.18,0.00,18.75,3.13,7.84,7.84,34.65,0.00,0.00,0.00
43468,407,41,78,1,41,85,1,47,1,1,1,91,42,1,1,21.63,0.00,3.19,22.68,0.00,31.90,0.00,0.00,0.00,44.47,6.14,0.00,0.00
43469,3062,29,30,56,6,31,34,20,13,64,64,64,51,17,17,9.08,18.13,0.13,7.57,4.29,21.12,0.61,9.10,8.41,41.18,8.46,2.32,0.44
43501,746,44,71,7,12,72,17,36,51,28,28,1,12,19,1,19.57,8.18,0.54,16.88,2.82,27.59,2.19,6.00,7.57,30.29,1.74,2.55,0.00
43502,6723,34,43,38,10,52,40,29,29,16,16,73,60,13,14,11.83,14.85,0.37,11.41,4.86,24.80,1.25,4.97,3.81,41.93,11.97,1.81,0.33
43504,1281,13,32,17,22,11,8,2,48,52,52,23,3,2,1,9.60,11.00,1.17,4.18,1.80,9.00,2.00,7.94,7.72,38.10,0.47,0.16,0.00
43505,66,16,3,3,26,33,44,70,1,1,1,98,1,1,1,3.03,6.25,1.52,7.84,5.26,42.11,0.00,0.00,0.00,48.48,0.00,0.00,0.00
43506,14777,45,63,52,7,31,57,33,30,54,54,69,25,13,23,16.92,17.36,0.25,7.51,6.61,26.55,1.27,8.13,8.00,41.53,3.25,1.82,0.68
43511,863,12,37,13,1,19,44,7,1,8,8,6,13,2,1,10.41,10.03,0.00,5.61,5.25,13.75,0.00,4.09,2.95,35.23,1.85,0.12,0.00
43512,27814,44,51,52,33,44,44,33,26,67,67,45,58,11,20,13.89,17.46,2.18,9.76,5.25,26.37,1.13,9.45,8.63,39.83,10.69,1.50,0.56
43515,8608,25,34,35,15,34,21,7,51,50,50,56,36,10,1,9.84,14.28,0.69,8.12,3.14,14.13,2.18,7.82,7.12,40.56,5.05,1.39,0.00
43516,2797,47,66,44,9,47,37,19,48,75,75,72,41,13,1,17.92,16.00,0.36,10.38,4.59,20.65,2.01,10.56,9.04,41.83,6.11,1.72,0.00
43517,3859,26,40,54,24,41,20,14,7,17,17,46,30,8,1,11.07,17.91,1.35,9.20,3.03,18.38,0.34,5.10,4.55,39.93,4.04,1.11,0.00
43518,2502,45,58,68,1,63,30,12,34,34,34,13,7,3,1,15.60,21.02,0.00,14.10,3.92,17.10,1.43,6.43,6.08,36.89,1.16,0.28,0.00
43519,256,49,42,100,1,36,78,55,1,1,1,100,1,1,1,11.72,62.50,0.00,8.40,10.00,35.00,0.00,0.00,0.00,65.63,0.00,0.00,0.00
43521,2760,40,65,34,4,42,17,38,1,74,74,12,38,20,31,17.54,14.14,0.04,9.49,2.74,28.05,0.00,10.40,9.48,36.59,5.43,2.72,1.08
43522,2812,19,41,33,5,14,41,4,38,18,18,7,33,15,1,11.33,13.89,0.11,4.75,4.99,11.21,1.58,5.12,4.13,35.63,4.62,2.03,0.00
43523,0,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
43524,1240,26,41,31,1,24,1,15,55,79,79,42,59,4,17,11.27,13.58,0.00,6.33,0.00,18.95,2.40,11.13,11.26,39.68,11.29,0.48,0.44
43525,1272,2,2,13,1,5,2,6,20,13,13,8,29,8,1,2.75,10.06,0.00,2.85,0.69,13.27,0.92,4.59,4.58,35.85,3.93,1.18,0.00
43526,5450,48,47,63,5,63,58,34,30,25,25,77,45,28,42,12.71,19.78,0.09,14.12,6.71,26.77,1.25,5.75,6.40,42.26,7.06,3.93,1.70
43527,2117,32,29,51,15,64,31,9,32,34,34,54,68,24,52,8.76,17.32,0.71,14.40,4.07,15.29,1.36,6.51,5.10,40.43,16.44,3.26,2.47
43528,16244,38,54,38,67,29,52,32,11,75,75,19,36,29,26,14.60,14.80,9.94,7.18,6.08,26.15,0.53,10.50,8.51,37.68,5.06,4.20,0.83
43529,296,69,67,81,37,64,49,40,69,86,86,7,75,22,1,18.24,25.00,2.70,14.36,5.75,28.74,3.45,12.50,14.52,35.47,21.28,3.04,0.00
43531,76,82,100,100,1,98,1,100,1,1,1,1,1,1,1,47.37,100.00,0.00,39.34,0.00,100.00,0.00,0.00,0.00,11.84,0.00,0.00,0.00
43532,3885,14,18,33,15,18,43,5,14,42,42,5,34,6,1,6.55,13.94,0.69,5.38,5.20,12.27,0.67,7.10,5.83,34.65,4.71,0.93,0.00
43533,1528,12,3,2,1,60,22,18,1,27,27,47,13,1,1,3.08,4.74,0.00,13.45,3.30,20.41,0.00,5.93,5.12,39.99,1.83,0.00,0.00
43534,1602,15,11,14,11,54,16,8,10,50,50,1,38,15,1,5.06,10.22,0.44,11.88,2.72,14.72,0.48,7.82,8.97,30.21,5.37,2.00,0.00
43535,938,41,71,57,1,65,3,2,7,51,51,94,60,13,1,19.31,18.33,0.00,14.49,0.92,8.59,0.31,7.88,8.52,45.42,11.94,1.71,0.00
43536,543,9,11,14,1,4,1,1,96,42,42,21,1,1,1,5.16,10.37,0.00,2.41,0.00,3.31,13.81,7.14,6.93,37.94,0.00,0.00,0.00
43537,26651,17,24,44,51,11,16,34,21,16,16,35,27,23,13,7.82,16.00,4.87,4.24,2.68,26.62,0.94,5.00,4.01,39.12,3.65,3.19,0.26
43540,1891,9,2,5,1,8,24,9,59,70,70,14,26,3,1,2.27,7.04,0.00,3.46,3.45,15.36,2.66,9.87,10.96,37.02,3.44,0.42,0.00
43541,208,48,21,73,11,85,6,3,84,99,99,3,85,1,1,7.28,22.45,0.48,22.70,1.52,9.09,6.06,20.18,25.29,33.17,34.62,0.00,0.00
43542,3891,2,1,9,1,4,2,1,45,7,7,77,1,6,1,1.64,8.95,0.00,2.57,0.62,6.08,1.87,3.84,4.70,42.33,0.00,0.85,0.00
43543,8117,44,52,42,5,59,28,27,35,69,69,45,24,6,11,14.04,15.58,0.10,13.00,3.77,24.24,1.48,9.70,9.63,39.87,3.18,0.81,0.19
43545,14499,34,46,41,14,42,56,26,14,25,25,79,42,9,13,12.65,15.54,0.66,9.37,6.51,23.81,0.67,5.77,5.67,42.50,6.32,1.22,0.28
43547,355,8,1,1,1,77,1,1,1,1,1,98,44,1,1,0.00,0.00,0.00,18.79,0.00,0.00,0.00,0.00,14.04,47.61,6.76,0.00,0.00
43548,662,30,54,31,1,59,1,3,46,29,29,27,32,16,51,14.50,13.57,0.00,13.03,0.00,10.47,1.94,6.08,6.08,38.52,4.38,2.11,2.33
43549,1454,14,38,2,6,36,4,15,34,1,1,7,17,5,1,10.66,4.20,0.14,8.40,1.21,18.91,1.41,1.33,1.32,35.42,2.34,0.69,0.00
43551,37596,16,23,21,25,12,21,47,12,29,29,49,31,31,23,7.64,11.87,1.42,4.30,3.14,31.55,0.60,6.10,6.03,40.12,4.22,4.61,0.68
43553,178,18,40,66,74,6,1,24,1,4,4,1,1,12,1,11.24,20.37,13.48,3.10,0.00,22.97,0.00,3.13,3.37,30.34,0.00,1.69,0.00
43554,2695,42,54,74,8,53,10,46,1,15,15,72,30,14,50,14.64,22.70,0.30,11.76,2.00,31.40,0.00,4.88,4.46,41.82,4.16,1.89,2.27
43555,204,10,1,1,1,13,66,51,1,1,1,4,1,1,1,0.00,0.00,0.00,4.44,7.77,33.01,0.00,0.00,0.00,34.31,0.00,0.00,0.00
43556,1994,40,65,49,5,51,3,15,43,51,51,64,57,5,20,17.53,16.95,0.10,11.37,1.10,18.90,1.79,7.89,7.78,41.17,10.58,0.65,0.55
43557,3288,30,30,27,67,72,37,14,49,8,8,3,60,4,17,9.16,12.78,9.76,16.91,4.63,18.08,2.09,4.08,2.62,33.00,11.98,0.52,0.44
43558,12446,14,26,10,20,32,37,7,8,38,38,29,40,6,1,8.32,9.07,1.02,7.80,4.57,13.73,0.36,6.79,6.63,38.63,5.74,0.83,0.00
43560,32220,11,19,23,40,11,32,24,4,24,24,36,16,34,15,6.91,12.19,3.03,4.20,4.09,22.81,0.07,5.66,5.70,39.20,2.20,5.14,0.36
43565,469,18,22,49,14,9,3,38,1,51,51,1,32,11,31,7.46,16.90,0.64,3.76,1.09,28.26,0.00,7.92,7.98,27.93,4.48,1.49,1.09
43566,8150,9,4,41,22,15,42,12,1,12,12,18,11,18,17,3.30,15.56,1.18,4.85,5.12,17.04,0.00,4.56,3.95,37.55,1.64,2.39,0.45
43567,12898,42,48,48,9,57,31,34,43,27,27,61,61,19,31,12.93,16.63,0.34,12.62,4.05,26.83,1.79,5.95,4.74,40.88,12.49,2.61,1.08
43569,3067,34,31,62,7,47,23,10,67,36,36,17,67,6,24,9.22,19.55,0.23,10.35,3.38,15.79,3.29,6.64,5.45,37.33,15.85,0.85,0.76
43570,3020,36,46,55,9,45,37,31,10,34,34,41,30,14,1,12.50,18.00,0.33,10.04,4.62,25.82,0.47,6.50,6.25,39.60,4.07,1.89,0.00
43571,7377,5,18,11,13,8,14,5,4,24,24,19,19,5,21,6.67,9.56,0.58,3.60,2.49,12.36,0.08,5.70,5.96,37.64,2.55,0.79,0.62
43604,9289,97,100,100,96,91,99,99,17,100,100,16,51,15,52,61.37,54.57,57.50,26.64,47.34,86.50,0.77,25.33,13.84,37.29,8.63,2.07,2.45
43605,27699,95,99,97,68,87,91,84,45,99,99,39,72,16,33,41.13,37.74,10.45,23.44,17.98,52.72,1.87,21.67,20.08,39.45,18.94,2.18,1.18
43606,24342,74,81,86,88,42,83,76,8,84,84,88,23,36,48,23.02,27.41,28.43,9.41,11.72,45.98,0.39,12.05,8.73,43.72,2.99,5.51,2.09
43607,23123,90,98,97,98,77,92,82,4,98,98,84,31,32,54,38.56,37.98,67.86,18.59,19.57,50.79,0.13,18.73,11.28,43.03,4.32,4.77,2.63
43608,15906,94,95,98,96,91,93,63,69,100,100,9,54,20,37,33.27,40.14,56.62,26.75,20.05,38.73,3.45,24.27,16.61,36.12,9.55,2.75,1.40
43609,22364,95,98,98,83,84,94,86,46,99,99,25,66,28,44,39.24,39.62,21.93,22.13,21.93,53.83,1.91,20.97,17.41,38.28,15.00,4.01,1.82
43610,4295,91,96,100,97,86,93,78,12,94,94,74,31,10,29,34.83,47.20,67.59,22.92,21.39,47.61,0.57,15.36,9.96,42.03,4.28,1.42,0.97
43611,18544,75,85,86,71,63,77,47,14,88,88,57,45,15,26,25.05,27.19,12.20,14.13,9.87,31.89,0.67,13.04,9.91,40.67,6.95,2.00,0.85
43612,30543,79,77,95,71,55,75,70,40,85,85,21,54,15,35,21.55,34.33,11.94,12.15,9.35,42.42,1.67,12.38,10.23,37.88,9.34,2.01,1.27
43613,31677,55,58,80,68,38,58,50,26,59,59,70,42,18,15,15.58,24.46,10.15,8.71,6.72,32.65,1.13,8.62,7.25,41.62,6.15,2.47,0.34
43614,30586,54,53,68,78,35,71,70,16,45,45,91,37,27,30,14.22,21.07,16.47,8.22,8.65,42.60,0.74,7.36,5.00,44.47,5.34,3.80,1.01
43615,39952,69,76,77,85,43,71,76,16,68,68,82,33,25,36,20.98,23.70,23.85,9.70,8.63,45.87,0.72,9.62,7.21,42.85,4.51,3.50,1.34
43616,20892,42,37,63,23,47,51,43,15,47,47,45,50,21,19,10.52,19.69,1.27,10.44,5.94,30.26,0.70,7.48,7.31,39.86,8.16,2.84,0.53
43617,6827,11,22,18,37,26,7,9,1,54,54,69,15,48,43,7.44,11.01,2.70,6.71,1.67,15.33,0.00,8.16,6.94,41.53,2.09,8.07,1.79
43619,7587,27,29,43,43,34,42,22,20,47,47,7,50,20,31,8.85,15.86,3.55,8.04,5.08,22.03,0.88,7.53,5.85,35.49,8.26,2.77,1.07
43620,6007,97,100,95,97,87,97,97,47,100,100,61,27,15,28,47.27,34.51,62.11,23.97,32.98,74.55,1.99,23.73,7.41,40.94,3.66,2.06,0.94
43623,20154,47,51,44,53,31,64,66,37,40,40,83,28,36,50,13.80,15.95,5.35,7.53,7.54,40.23,1.54,6.92,5.68,42.90,3.76,5.60,2.25
43701,55101,73,76,73,51,64,76,62,36,64,64,78,4,8,13,21.05,22.35,4.90,14.25,9.58,38.09,1.49,9.08,9.19,42.41,0.71,1.17,0.30
43711,53,28,1,100,1,1,1,100,1,1,1,68,1,1,1,0.00,86.67,0.00,0.00,0.00,100.00,0.00,0.00,0.00,41.51,0.00,0.00,0.00
43713,7272,25,41,10,30,38,68,22,9,22,22,66,3,13,1,11.45,9.18,1.86,8.78,8.08,21.93,0.44,5.50,3.93,41.34,0.39,1.71,0.00
43716,1990,51,87,63,1,57,32,5,6,68,68,21,2,2,1,26.03,19.64,0.00,12.68,4.11,12.19,0.26,9.50,9.30,37.89,0.20,0.10,0.00
43717,117,48,69,90,1,50,18,40,1,2,2,100,36,1,1,18.80,29.55,0.00,11.11,2.90,28.99,0.00,2.22,2.00,52.14,5.13,0.00,0.00
43718,3364,12,25,19,1,34,19,7,1,22,22,21,3,3,1,8.04,11.26,0.00,7.99,2.95,13.90,0.00,5.48,5.84,37.96,0.45,0.45,0.00
43719,2591,33,57,45,6,35,21,25,1,51,51,96,2,5,1,15.41,16.12,0.15,8.13,3.15,23.30,0.00,7.91,7.87,46.08,0.08,0.77,0.00
43720,1258,47,62,46,1,62,9,19,41,84,84,2,1,1,1,16.69,16.33,0.00,13.66,1.94,20.73,1.73,12.13,12.13,32.67,0.00,0.00,0.00
43721,42,12,1,1,1,100,1,1,1,1,1,100,1,1,1,0.00,0.00,0.00,52.38,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
43722,287,24,1,1,1,87,50,5,1,100,100,5,1,1,1,0.00,0.00,0.00,23.71,5.88,11.76,0.00,23.60,21.84,34.84,0.00,0.00,0.00
43723,4914,74,83,76,1,71,47,69,1,93,93,32,6,3,1,24.03,23.19,0.00,16.57,5.63,41.87,0.00,15.04,14.96,38.89,0.92,0.39,0.00
43724,9680,37,46,7,64,80,65,15,28,28,28,14,8,4,9,12.54,8.13,8.39,19.77,7.65,18.84,1.21,6.00,5.88,37.07,1.27,0.59,0.03
43725,20114,65,81,51,31,58,77,45,23,80,80,68,9,8,16,22.89,17.32,1.96,12.85,9.89,31.09,1.00,11.36,10.67,41.50,1.34,1.08,0.41
43727,1175,27,55,3,1,45,12,17,85,5,5,1,10,1,1,14.76,5.99,0.00,9.88,2.21,19.91,6.19,3.57,3.61,30.38,1.45,0.00,0.00
43728,1172,56,65,37,76,77,20,33,54,90,90,69,7,7,1,17.58,14.72,15.19,18.67,3.07,26.48,2.36,13.82,16.82,41.55,1.11,0.94,0.00
43730,2468,62,88,49,5,75,72,6,9,93,93,20,7,1,1,26.72,16.89,0.08,17.93,8.92,12.71,0.45,15.09,16.73,37.76,1.09,0.00,0.00
43731,5582,59,76,57,1,53,41,42,41,74,74,68,5,3,1,20.91,18.36,0.00,11.81,5.01,29.57,1.73,10.31,9.78,41.49,0.72,0.29,0.00
43732,1742,24,44,14,10,52,6,5,6,79,79,14,2,9,1,12.06,10.23,0.40,11.59,1.52,11.89,0.28,11.16,11.07,37.03,0.17,1.21,0.00
43733,135,18,1,1,100,87,1,1,1,100,100,1,1,1,1,0.00,0.00,100.00,23.47,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00
43734,1595,39,45,90,1,30,22,35,1,47,47,98,1,1,1,12.23,29.53,0.00,7.45,3.22,26.95,0.00,7.55,7.38,47.96,0.00,0.00,0.00
43735,497,52,82,1,1,78,1,67,1,70,70,1,1,1,1,23.54,0.00,0.00,19.10,0.00,40.49,0.00,9.79,9.79,19.52,0.00,0.00,0.00
43736,79,28,74,2,1,75,1,3,1,8,8,98,1,1,1,20.25,5.26,0.00,17.78,0.00,10.34,0.00,4.00,4.00,48.10,0.00,0.00,0.00
43738,156,37,3,50,1,70,1,66,87,3,3,2,1,1,1,3.21,17.14,0.00,16.13,0.00,40.00,7.27,2.90,2.90,32.69,0.00,0.00,0.00
43739,2260,24,3,26,1,71,25,3,46,71,71,52,20,1,1,3.10,12.73,0.00,16.43,3.50,9.97,1.94,9.94,9.51,40.31,2.70,0.00,0.00
43740,515,55,100,67,1,50,27,14,44,21,21,2,1,3,1,45.76,20.69,0.00,11.11,3.66,18.29,1.83,5.45,6.25,32.04,0.00,0.39,0.00
43746,1402,40,18,75,37,69,65,36,1,14,14,75,1,1,1,6.71,22.88,2.57,15.71,7.67,27.43,0.00,4.77,4.40,42.08,0.00,0.00,0.00
43747,1048,72,99,54,1,88,92,7,84,23,23,98,1,1,1,41.03,17.80,0.00,24.69,19.52,13.90,5.88,5.57,4.86,48.19,0.00,0.00,0.00
43748,2679,72,98,74,8,82,45,31,85,3,3,40,26,7,1,38.26,22.77,0.26,20.70,5.40,25.80,6.40,3.01,3.22,39.49,3.47,0.97,0.00
43749,2691,43,38,44,1,86,34,7,10,93,93,4,1,5,1,10.74,16.07,0.00,22.86,4.36,13.55,0.48,15.00,15.34,34.23,0.00,0.67,0.00
43750,145,47,93,97,1,16,1,1,94,1,1,1,1,1,1,31.72,37.50,0.00,5.08,0.00,0.00,11.84,0.00,0.00,16.55,0.00,0.00,0.00
43754,1859,42,51,44,8,69,68,31,1,1,1,77,4,1,1,13.78,15.93,0.27,15.96,8.21,25.65,0.00,1.38,1.32,42.28,0.59,0.00,0.00
43755,1284,28,51,11,1,75,10,9,21,22,22,92,16,2,15,13.86,9.56,0.00,17.85,2.06,14.98,0.94,5.53,5.31,44.55,2.26,0.08,0.37
43756,5467,59,75,28,34,63,65,48,31,76,76,93,1,7,19,20.76,13.01,2.21,14.10,7.74,31.95,1.31,10.69,10.47,45.07,0.00,0.95,0.51
43758,3001,58,85,56,55,58,69,25,45,20,20,24,6,2,1,25.25,18.26,5.86,12.94,8.31,23.04,1.90,5.33,5.02,38.25,0.90,0.03,0.00
43759,61,5,1,1,1,1,1,26,1,94,94,19,11,12,57,0.00,0.00,0.00,0.00,0.00,23.53,0.00,15.15,15.15,37.70,1.64,1.64,2.94
43760,2266,29,52,6,11,76,8,3,1,75,75,67,1,30,1,14.04,7.63,0.49,18.21,1.79,9.82,0.00,10.55,10.48,41.39,0.00,4.32,0.00
43761,48,12,1,1,1,100,1,1,1,1,1,100,1,1,1,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,100.00,0.00,0.00,0.00
43762,6307,53,65,23,20,44,73,33,81,83,83,97,7,16,12,17.47,12.19,1.01,9.84,8.99,26.28,5.08,11.87,12.03,46.84,1.16,2.11,0.21
43764,8644,61,69,28,10,75,80,53,27,58,58,26,3,3,1,18.80,12.99,0.38,18.10,10.82,33.83,1.18,8.47,8.14,38.43,0.45,0.30,0.00
43766,1811,73,95,40,54,92,71,40,6,98,98,97,3,2,17,34.18,15.35,5.63,28.67,8.58,29.11,0.28,19.56,19.88,46.49,0.33,0.17,0.42
43767,1296,16,13,77,5,32,1,4,1,20,20,3,28,1,1,5.56,23.61,0.08,7.77,0.00,10.66,0.00,5.29,4.84,33.26,3.78,0.00,0.00
43768,353,33,36,67,1,9,2,26,71,93,93,97,1,1,1,10.23,20.88,0.00,3.67,0.74,23.70,3.70,14.74,14.36,46.74,0.00,0.00,0.00
43771,1762,64,77,71,1,74,44,9,50,88,88,12,16,3,1,21.57,21.97,0.00,17.48,5.24,15.44,2.12,12.97,12.64,36.61,2.21,0.34,0.00
43772,1805,26,42,17,5,48,7,15,23,70,70,82,1,14,13,11.58,10.87,0.06,10.55,1.73,19.08,1.01,9.77,10.30,42.83,0.00,1.83,0.29
43773,2997,46,44,32,1,78,71,10,62,42,42,95,2,9,48,12.12,13.73,0.00,19.13,8.74,15.95,2.88,7.07,6.80,45.65,0.03,1.23,2.12
43777,4380,76,88,79,1,78,57,30,54,88,88,37,2,2,10,27.16,24.08,0.00,18.99,6.64,25.18,2.37,12.97,10.39,39.34,0.23,0.21,0.12
43778,1411,50,41,62,1,67,65,11,73,47,47,29,11,4,40,11.48,19.41,0.00,15.20,7.63,16.44,3.91,7.50,7.34,38.63,1.70,0.50,1.57
43779,908,20,46,23,1,37,1,1,1,73,73,85,1,7,1,12.56,12.24,0.00,8.57,0.00,2.63,0.00,10.15,9.69,43.28,0.00,0.99,0.00
43780,1756,24,50,21,1,31,21,6,49,33,33,86,8,16,1,13.69,11.82,0.00,7.51,3.19,12.78,2.08,6.35,5.80,43.34,1.31,2.11,0.00
43782,865,77,94,66,1,88,55,18,64,99,99,9,1,1,1,31.79,20.36,0.00,24.67,6.35,20.40,3.01,21.22,20.63,35.95,0.00,0.00,0.00
43783,4626,28,34,34,1,58,57,17,1,16,16,4,1,3,1,9.93,14.06,0.00,12.80,6.60,19.97,0.00,4.96,4.69,34.33,0.00,0.41,0.00
43786,30,34,97,1,1,78,1,2,1,1,1,1,1,1,1,36.67,0.00,0.00,19.23,0.00,7.69,0.00,0.00,0.00,30.00,0.00,0.00,0.00
43787,2867,57,86,16,30,75,77,6,27,96,96,18,1,2,13,25.93,10.77,1.81,17.84,9.97,12.67,1.17,16.39,16.13,37.53,0.00,0.21,0.27
43788,938,73,94,2,1,92,91,29,86,94,94,9,1,1,45,32.73,4.62,0.00,27.65,17.41,25.00,6.65,15.61,15.84,36.14,0.00,0.00,1.90
43793,4922,56,76,61,22,58,75,26,7,46,46,90,5,3,10,20.88,19.24,1.18,12.98,9.49,23.56,0.31,7.38,7.34,44.17,0.77,0.33,0.09
43802,1049,21,46,44,1,41,2,3,12,11,11,18,1,1,1,12.49,15.96,0.00,9.21,0.57,10.32,0.57,4.38,4.26,37.56,0.00,0.00,0.00
43804,3470,52,48,2,13,100,99,24,88,1,1,86,5,2,92,13.02,4.15,0.58,56.97,47.66,23.01,7.59,1.57,1.68,43.40,0.86,0.03,14.72
43805,51,43,51,1,1,84,96,1,1,100,100,99,1,1,1,13.73,0.00,0.00,21.95,29.17,0.00,0.00,28.57,28.57,50.98,0.00,0.00,0.00
43811,798,31,58,6,1,28,2,35,39,90,90,96,3,1,1,15.54,7.89,0.00,7.14,0.65,27.18,1.62,13.76,14.74,46.37,0.38,0.00,0.00
43812,18848,61,69,52,21,59,70,49,37,57,57,76,9,4,10,18.73,17.46,1.11,13.16,8.48,32.41,1.54,8.46,8.25,42.23,1.36,0.62,0.12
43821,4144,28,53,30,6,22,56,24,5,36,36,26,3,4,1,14.41,13.45,0.14,6.05,6.55,22.97,0.19,6.64,6.37,38.42,0.41,0.51,0.00
43822,4759,38,36,39,8,66,63,21,24,34,34,7,9,3,51,10.29,15.12,0.29,14.91,7.38,21.79,1.07,6.48,6.65,35.57,1.34,0.42,2.36
43824,3618,53,51,1,1,92,93,18,77,57,57,61,1,2,81,13.82,2.82,0.00,28.50,20.74,20.35,4.48,8.44,7.28,40.93,0.00,0.22,7.93
43830,6568,23,26,45,6,48,7,16,45,4,4,36,14,5,1,8.30,16.16,0.18,10.48,1.64,19.33,1.88,3.18,3.08,39.25,2.02,0.73,0.00
43832,7665,43,55,16,9,64,44,32,37,64,64,53,6,5,12,14.79,10.81,0.35,14.26,5.32,25.88,1.55,9.09,9.06,40.35,0.91,0.70,0.24
43836,124,2,6,2,1,11,38,3,1,1,1,98,1,1,1,4.10,5.41,0.00,4.08,4.69,9.38,0.00,0.00,0.00,47.58,0.00,0.00,0.00
43837,1913,36,60,11,1,56,43,15,15,74,74,3,1,2,1,15.98,9.45,0.00,12.38,5.13,18.86,0.69,10.28,9.80,33.25,0.00,0.16,0.00
43840,1288,7,6,4,1,58,3,5,5,2,2,51,3,11,1,4.01,6.77,0.00,12.74,1.02,11.66,0.20,2.25,2.20,40.22,0.47,1.55,0.00
43842,194,29,23,1,1,98,88,8,1,1,1,1,1,1,1,7.73,0.00,0.00,41.81,14.42,14.42,0.00,0.00,0.00,22.16,0.00,0.00,0.00
43843,1420,40,53,5,1,81,85,5,33,36,36,3,13,14,71,14.30,7.41,0.00,20.27,12.59,11.67,1.37,6.67,6.89,33.24,1.90,1.83,5.03
43844,3531,30,37,17,50,50,27,15,47,72,72,14,3,5,9,10.47,10.94,4.64,11.05,3.68,18.86,1.95,10.02,8.67,36.99,0.40,0.65,0.07
43845,4878,29,46,29,6,56,17,14,10,44,44,31,4,2,1,12.67,13.24,0.16,12.32,2.76,18.49,0.48,7.25,6.79,38.85,0.62,0.21,0.00
43901,2201,27,36,51,12,60,19,14,5,6,6,29,2,6,29,10.22,17.27,0.50,13.38,3.00,18.32,0.20,3.72,4.46,38.66,0.18,0.91,1.00
43902,52,11,1,1,1,91,1,1,1,1,1,2,81,65,1,0.00,0.00,0.00,27.08,0.00,0.00,0.00,0.00,0.00,32.69,28.85,13.46,0.00
43903,2275,30,39,3,14,80,47,11,34,18,18,27,1,5,1,10.95,6.00,0.66,19.80,5.57,16.38,1.42,5.13,4.81,38.46,0.00,0.79,0.00
43905,144,60,79,1,1,100,1,66,1,100,100,100,1,1,1,22.22,0.00,0.00,50.00,0.00,40.00,0.00,30.43,16.28,69.44,0.00,0.00,0.00
43906,8445,65,76,50,39,57,83,51,23,84,84,20,2,5,1,20.90,17.13,2.84,12.65,11.95,33.23,1.01,12.12,11.66,37.80,0.08,0.65,0.00
43907,6020,42,62,46,48,59,45,25,7,25,25,88,2,2,1,16.47,16.32,4.39,13.04,5.41,23.08,0.33,5.74,5.32,43.82,0.25,0.27,0.00
43908,1518,33,58,17,9,53,55,8,39,21,21,11,1,5,1,15.61,10.98,0.33,11.72,6.38,14.39,1.64,5.44,5.25,36.43,0.00,0.66,0.00
43910,3035,6,8,3,31,37,7,5,7,20,20,91,1,2,35,4.42,5.98,1.88,8.55,1.77,11.98,0.31,5.31,4.89,44.45,0.00,0.13,1.31
43912,6601,68,71,76,62,55,81,42,33,94,94,72,2,5,11,19.25,23.22,7.74,12.27,10.90,29.65,1.37,15.30,13.37,41.86,0.23,0.71,0.17
43913,1690,53,73,75,12,14,85,66,1,14,14,96,1,1,1,20.00,23.08,0.53,4.75,12.87,39.97,0.00,4.81,4.51,46.15,0.00,0.00,0.00
43914,127,54,74,100,1,100,1,1,1,1,1,1,1,1,1,20.47,74.07,0.00,70.33,0.00,0.00,0.00,0.00,0.00,5.51,0.00,0.00,0.00
43915,1348,19,33,2,1,54,21,11,1,50,50,99,3,2,1,9.67,4.95,0.00,11.86,3.20,16.86,0.00,7.80,5.91,51.56,0.30,0.15,0.00
43917,3059,16,28,52,14,33,20,3,1,4,4,33,4,3,1,8.70,17.40,0.62,7.96,3.08,9.71,0.00,3.13,4.64,39.00,0.56,0.39,0.00
